doubt_id,text,topic,urgency
DBT003668,"git merge conflict i don't know how to resolve, would like this before the next class",Env_Setup,Medium
DBT003669,virtual environment not activating on windows,Env_Setup,Medium
DBT003670,"hi, query is extremely slow on the test dataset",Databases,Medium
DBT003671,"graph traversal is missing some nodes, for future reference",Algorithms,Low
DBT003672,"not sure which time complexity my solution actually has, whenever you get a chance",Algorithms,Low
DBT003673,"foreign key constraint fails on insert, need to fix this soon",Databases,Medium
DBT003674,"index out of bounds error only on the last test case, this is blocking my progress please help",Debugging_Errors,High
DBT003675,"my sql join is returning duplicate rows, no rush",Databases,Low
DBT003676,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT003677,recursion depth exceeded error keeps showing up please help,Loops_Recursion,Low
DBT003678,"getting a null pointer exception i cannot trace, autograder is down and deadline is in minutes",Debugging_Errors,Critical
DBT003679,"graph traversal is missing some nodes, would like this before the next class",Algorithms,Medium
DBT003680,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT003681,"submission portal is not accepting my file before the deadline, no rush",Deadline_Admin,Medium
DBT003682,"getting an abstract method error in my subclass, just curious please help",OOP_Design,Low
DBT003683,exam is in two hours and autograder is down,Deadline_Admin,Low
DBT003684,"hi, getting a null pointer exception i cannot trace, need to fix this soon",Debugging_Errors,Medium
DBT003685,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT003686,"trying to understand tail recursion vs normal recursion, this is blocking my progress please help",Loops_Recursion,High
DBT003687,"loop runs forever and I don't know why, need to fix this soon",Loops_Recursion,Medium
DBT003688,"database connection keeps timing out during the demo, for future reference",Databases,Low
DBT003689,"cannot install the required package on my laptop, just curious",Env_Setup,Low
DBT003690,"cors error when calling the backend from the frontend, for future reference",WebDev,Low
DBT003691,"query is extremely slow on the test dataset, would like this before the next class",Databases,Medium
DBT003692,"not sure how polymorphism applies to this assignment, no rush",OOP_Design,Low
DBT003693,"while loop condition never becomes false, for future reference",Loops_Recursion,Low
DBT003694,"hi, my code throws an error only on the grading server not locally",Debugging_Errors,Medium
DBT003695,"hi, form submission is not updating the database, deadline is tomorrow",WebDev,High
DBT003696,"hi, python version mismatch is breaking the autograder please help",Env_Setup,Medium
DBT003697,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT003698,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT003699,"python version mismatch is breaking the autograder, need to fix this soon",Env_Setup,Medium
DBT003700,git merge conflict i don't know how to resolve,Env_Setup,Medium
DBT003701,"stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT003702,"python version mismatch is breaking the autograder, system crashed during the final demo",Env_Setup,Critical
DBT003703,recursion depth exceeded error keeps showing up,Loops_Recursion,Low
DBT003704,"my class diagram doesn't match the actual code structure, just curious",OOP_Design,Low
DBT003705,"not sure how to normalize this schema for the project, need to fix this soon",Databases,Medium
DBT003706,"hi, segmentation fault when i run the test suite, need help asap",Debugging_Errors,High
DBT003707,"submission portal is not accepting my file before the deadline, just curious",Deadline_Admin,Low
DBT003708,submission portal is not accepting my file before the deadline,Deadline_Admin,Low
DBT003709,"getting an abstract method error in my subclass, no rush",OOP_Design,Low
DBT003710,"hi, dynamic programming table is giving wrong values, would like this before the next class please help",Algorithms,Medium
DBT003711,"hi, form submission is not updating the database, just curious",WebDev,Low
DBT003712,"not sure how polymorphism applies to this assignment, would like this before the next class",OOP_Design,Medium
DBT003713,dynamic programming table is giving wrong values,Algorithms,Critical
DBT003714,"trying to understand tail recursion vs normal recursion, deadline is tomorrow",Loops_Recursion,High
DBT003715,"hi, stack trace points to a line that looks fine to me, whenever you get a chance",Debugging_Errors,Low
DBT003716,"hi, exam is in two hours and autograder is down",Deadline_Admin,High
DBT003717,dynamic programming table is giving wrong values,Algorithms,Medium
DBT003718,"hi, python version mismatch is breaking the autograder, deadline is tomorrow",Env_Setup,High
DBT003719,cannot install the required package on my laptop,Env_Setup,Critical
DBT003720,"foreign key constraint fails on insert, need help asap",Databases,High
DBT003721,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT003722,"database connection keeps timing out during the demo, no rush",Databases,Low
DBT003723,python version mismatch is breaking the autograder please help,Env_Setup,Low
DBT003724,"stack trace points to a line that looks fine to me, no rush",Debugging_Errors,Low
DBT003725,"constructor is not initializing the parent class fields, no rush",OOP_Design,Low
DBT003726,while loop condition never becomes false,Loops_Recursion,Critical
DBT003727,"index out of bounds error only on the last test case, for future reference",Debugging_Errors,Low
DBT003728,"constructor is not initializing the parent class fields, would like this before the next class",OOP_Design,Medium
DBT003729,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT003730,"stack trace points to a line that looks fine to me, whenever you get a chance",Debugging_Errors,Low
DBT003731,"my class diagram doesn't match the actual code structure, whenever you get a chance",OOP_Design,Low
DBT003732,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT003733,react component re-renders infinitely,WebDev,Low
DBT003734,"react component re-renders infinitely, would like this before the next class",WebDev,Medium
DBT003735,"for loop skips the last element, would like this before the next class",Loops_Recursion,Medium
DBT003736,"not sure how polymorphism applies to this assignment, deadline is tomorrow please help",OOP_Design,High
DBT003737,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT003738,"react component re-renders infinitely, whenever you get a chance",WebDev,Low
DBT003739,"greedy approach fails on this specific test case, need to fix this soon",Algorithms,Medium
DBT003740,"hi, git merge conflict i don't know how to resolve, need to fix this soon",Env_Setup,Medium
DBT003741,"hi, confused about when to use inheritance vs composition, whenever you get a chance",OOP_Design,Low
DBT003742,"git merge conflict i don't know how to resolve, need to fix this soon",Env_Setup,Medium
DBT003743,"hi, while loop condition never becomes false, for future reference",Loops_Recursion,Low
DBT003744,getting a null pointer exception i cannot trace,Debugging_Errors,Medium
DBT003745,"hi, segmentation fault when i run the test suite, would like this before the next class",Debugging_Errors,Medium
DBT003746,"constructor is not initializing the parent class fields, for future reference",OOP_Design,Low
DBT003747,"my code throws an error only on the grading server not locally, whenever you get a chance",Debugging_Errors,Low
DBT003748,"api call returns 404 only in production, just curious",WebDev,Low
DBT003749,virtual environment not activating on windows,Env_Setup,High
DBT003750,"stack trace points to a line that looks fine to me, just curious",Debugging_Errors,Low
DBT003751,"extension request for the assignment due tonight, need help asap",Deadline_Admin,High
DBT003752,my class diagram doesn't match the actual code structure please help,OOP_Design,Low
DBT003753,"not sure how polymorphism applies to this assignment, just curious",OOP_Design,Low
DBT003754,"submission portal is not accepting my file before the deadline, this is blocking my progress",Deadline_Admin,High
DBT003755,"git merge conflict i don't know how to resolve, would like this before the next class",Env_Setup,Medium
DBT003756,"react component re-renders infinitely, this is blocking my progress please help",WebDev,High
DBT003757,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT003758,"getting a null pointer exception i cannot trace, no rush",Debugging_Errors,Low
DBT003759,"hi, greedy approach fails on this specific test case, would like this before the next class",Algorithms,Medium
DBT003760,"index out of bounds error only on the last test case, just curious please help",Debugging_Errors,Low
DBT003761,api call returns 404 only in production,WebDev,Low
DBT003762,"submission portal is not accepting my file before the deadline, need to fix this soon",Deadline_Admin,Medium
DBT003763,"hi, python version mismatch is breaking the autograder, this is blocking my progress",Env_Setup,High
DBT003764,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT003765,"hi, my code throws an error only on the grading server not locally, would like this before the next class",Debugging_Errors,Medium
DBT003766,virtual environment not activating on windows,Env_Setup,Low
DBT003767,"hi, query is extremely slow on the test dataset",Databases,Medium
DBT003768,"not sure how polymorphism applies to this assignment, whenever you get a chance",OOP_Design,Low
DBT003769,"hi, greedy approach fails on this specific test case, this is blocking my progress",Algorithms,High
DBT003770,"hi, not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT003771,not sure how to normalize this schema for the project,Databases,Low
DBT003772,"trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT003773,"my class diagram doesn't match the actual code structure, just curious",OOP_Design,Low
DBT003774,"hi, my code throws an error only on the grading server not locally, whenever you get a chance",Debugging_Errors,Low
DBT003775,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT003776,"hi, grade for the last assignment has not appeared yet, system crashed during the final demo",Deadline_Admin,Critical
DBT003777,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT003778,"foreign key constraint fails on insert, submission is due in one hour",Databases,Critical
DBT003779,"virtual environment not activating on windows, whenever you get a chance",Env_Setup,Low
DBT003780,"graph traversal is missing some nodes, just curious",Algorithms,Low
DBT003781,"api call returns 404 only in production, would like this before the next class please help",WebDev,Medium
DBT003782,"hi, query is extremely slow on the test dataset, system crashed during the final demo",Databases,Critical
DBT003783,"loop runs forever and I don't know why, need to fix this soon please help",Loops_Recursion,Medium
DBT003784,cannot install the required package on my laptop,Env_Setup,Medium
DBT003785,"not sure how polymorphism applies to this assignment, no rush please help",OOP_Design,Low
DBT003786,"hi, segmentation fault when i run the test suite",Debugging_Errors,Medium
DBT003787,"database connection keeps timing out during the demo, for future reference",Databases,Low
DBT003788,"hi, git merge conflict i don't know how to resolve",Env_Setup,Low
DBT003789,"hi, grade for the last assignment has not appeared yet, would like this before the next class",Deadline_Admin,Medium
DBT003790,"hi, not sure which time complexity my solution actually has",Algorithms,Low
DBT003791,stack trace points to a line that looks fine to me,Debugging_Errors,Medium
DBT003792,"for loop skips the last element, autograder is down and deadline is in minutes",Loops_Recursion,Critical
DBT003793,"my sql join is returning duplicate rows, whenever you get a chance",Databases,Low
DBT003794,"hi, dynamic programming table is giving wrong values, no rush",Algorithms,Low
DBT003795,"virtual environment not activating on windows, no rush please help",Env_Setup,Low
DBT003796,"hi, cors error when calling the backend from the frontend, no rush please help",WebDev,Low
DBT003797,"exam is in two hours and autograder is down, submission is due in one hour please help",Deadline_Admin,Critical
DBT003798,"cors error when calling the backend from the frontend, need help asap",WebDev,High
DBT003799,"hi, getting a null pointer exception i cannot trace, this is blocking my progress",Debugging_Errors,High
DBT003800,"submission portal is not accepting my file before the deadline, whenever you get a chance",Deadline_Admin,Low
DBT003801,"hi, cors error when calling the backend from the frontend, need help asap",WebDev,High
DBT003802,"hi, cors error when calling the backend from the frontend, for future reference",WebDev,Low
DBT003803,"while loop condition never becomes false, whenever you get a chance",Loops_Recursion,Low
DBT003804,"index out of bounds error only on the last test case, whenever you get a chance please help",Debugging_Errors,Low
DBT003805,"hi, api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT003806,my sorting algorithm is too slow for large inputs,Algorithms,Medium
DBT003807,"hi, my sql join is returning duplicate rows, need help asap",Databases,High
DBT003808,"stack trace points to a line that looks fine to me, need to fix this soon",Debugging_Errors,Medium
DBT003809,"not sure how polymorphism applies to this assignment, need to fix this soon",OOP_Design,Medium
DBT003810,"index out of bounds error only on the last test case, whenever you get a chance",Debugging_Errors,Low
DBT003811,"form submission is not updating the database, whenever you get a chance",WebDev,Low
DBT003812,"database connection keeps timing out during the demo, for future reference",Databases,Low
DBT003813,"hi, getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT003814,submission portal is not accepting my file before the deadline,Deadline_Admin,Medium
DBT003815,"query is extremely slow on the test dataset, would like this before the next class",Databases,Medium
DBT003816,"not sure how polymorphism applies to this assignment, need help asap",OOP_Design,High
DBT003817,"hi, not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT003818,"hi, foreign key constraint fails on insert, no rush please help",Databases,Low
DBT003819,"for loop skips the last element, just curious",Loops_Recursion,Low
DBT003820,"cannot install the required package on my laptop, need to fix this soon please help",Env_Setup,Medium
DBT003821,"hi, database connection keeps timing out during the demo, need to fix this soon",Databases,Medium
DBT003822,"not sure how polymorphism applies to this assignment, just curious",OOP_Design,Low
DBT003823,trying to understand tail recursion vs normal recursion,Loops_Recursion,Low
DBT003824,form submission is not updating the database please help,WebDev,Critical
DBT003825,"api call returns 404 only in production, whenever you get a chance",WebDev,Low
DBT003826,"query is extremely slow on the test dataset, no rush",Databases,Low
DBT003827,"hi, greedy approach fails on this specific test case, whenever you get a chance",Algorithms,Low
DBT003828,"not sure how to normalize this schema for the project, this is blocking my progress",Databases,High
DBT003829,api call returns 404 only in production,WebDev,High
DBT003830,"cannot install the required package on my laptop, whenever you get a chance please help",Env_Setup,Low
DBT003831,"cors error when calling the backend from the frontend, this is blocking my progress",WebDev,High
DBT003832,"exam is in two hours and autograder is down, just curious",Deadline_Admin,Medium
DBT003833,"constructor is not initializing the parent class fields, need to fix this soon",OOP_Design,Medium
DBT003834,"loop runs forever and I don't know why, would like this before the next class",Loops_Recursion,Medium
DBT003835,"cors error when calling the backend from the frontend, deadline is tomorrow",WebDev,High
DBT003836,"graph traversal is missing some nodes, just curious",Algorithms,Low
DBT003837,"api call returns 404 only in production, need help asap",WebDev,High
DBT003838,"hi, api call returns 404 only in production, whenever you get a chance",WebDev,Low
DBT003839,"form submission is not updating the database, would like this before the next class",WebDev,Medium
DBT003840,"grade for the last assignment has not appeared yet, autograder is down and deadline is in minutes",Deadline_Admin,Critical
DBT003841,"hi, loop runs forever and I don't know why, for future reference",Loops_Recursion,Low
DBT003842,"cors error when calling the backend from the frontend, would like this before the next class",WebDev,Medium
DBT003843,"hi, not sure how polymorphism applies to this assignment, need help asap",OOP_Design,High
DBT003844,"confused about when to use inheritance vs composition, no rush",OOP_Design,Low
DBT003845,"hi, getting an abstract method error in my subclass, would like this before the next class please help",OOP_Design,Medium
DBT003846,submission portal is not accepting my file before the deadline please help,Deadline_Admin,Medium
DBT003847,"while loop condition never becomes false, submission is due in one hour",Loops_Recursion,Critical
DBT003848,"hi, not sure which time complexity my solution actually has, autograder is down and deadline is in minutes",Algorithms,Critical
DBT003849,"hi, database connection keeps timing out during the demo, need to fix this soon",Databases,Medium
DBT003850,"dynamic programming table is giving wrong values, just curious",Algorithms,Low
DBT003851,"hi, python version mismatch is breaking the autograder, just curious",Env_Setup,Low
DBT003852,"grade for the last assignment has not appeared yet, need to fix this soon",Deadline_Admin,Medium
DBT003853,"cors error when calling the backend from the frontend, need help asap",WebDev,High
DBT003854,"not sure how polymorphism applies to this assignment, no rush",OOP_Design,Low
DBT003855,"trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT003856,grade for the last assignment has not appeared yet,Deadline_Admin,Low
DBT003857,"for loop skips the last element, no rush",Loops_Recursion,Low
DBT003858,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT003859,"not sure how to normalize this schema for the project, no rush",Databases,Low
DBT003860,"dynamic programming table is giving wrong values, whenever you get a chance please help",Algorithms,Low
DBT003861,"extension request for the assignment due tonight, submission is due in one hour please help",Deadline_Admin,Critical
DBT003862,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT003863,"graph traversal is missing some nodes, system crashed during the final demo",Algorithms,Critical
DBT003864,"query is extremely slow on the test dataset, need to fix this soon",Databases,Medium
DBT003865,"greedy approach fails on this specific test case, for future reference",Algorithms,Low
DBT003866,virtual environment not activating on windows,Env_Setup,Low
DBT003867,"my recursive function never hits the base case, just curious",Loops_Recursion,Low
DBT003868,"hi, exam is in two hours and autograder is down, deadline is tomorrow",Deadline_Admin,High
DBT003869,"my class diagram doesn't match the actual code structure, submission is due in one hour",OOP_Design,Critical
DBT003870,"cannot install the required package on my laptop, need help asap",Env_Setup,High
DBT003871,"hi, cannot install the required package on my laptop, need to fix this soon",Env_Setup,Medium
DBT003872,database connection keeps timing out during the demo please help,Databases,Medium
DBT003873,not sure how to normalize this schema for the project,Databases,Medium
DBT003874,"virtual environment not activating on windows, for future reference",Env_Setup,Low
DBT003875,"git merge conflict i don't know how to resolve, just curious please help",Env_Setup,Low
DBT003876,"hi, form submission is not updating the database, just curious",WebDev,Low
DBT003877,"stack trace points to a line that looks fine to me, need to fix this soon please help",Debugging_Errors,Medium
DBT003878,"not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT003879,"stack trace points to a line that looks fine to me, whenever you get a chance",Debugging_Errors,Low
DBT003880,getting a null pointer exception i cannot trace,Debugging_Errors,Medium
DBT003881,"query is extremely slow on the test dataset, no rush",Databases,Low
DBT003882,"confused about when to use inheritance vs composition, for future reference",OOP_Design,Low
DBT003883,"while loop condition never becomes false, for future reference",Loops_Recursion,Low
DBT003884,"virtual environment not activating on windows, just curious",Env_Setup,Low
DBT003885,"graph traversal is missing some nodes, whenever you get a chance",Algorithms,Low
DBT003886,"graph traversal is missing some nodes, need help asap",Algorithms,High
DBT003887,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT003888,"virtual environment not activating on windows, this is blocking my progress",Env_Setup,High
DBT003889,"react component re-renders infinitely, whenever you get a chance",WebDev,Low
DBT003890,"getting an abstract method error in my subclass, need to fix this soon please help",OOP_Design,High
DBT003891,"hi, stack trace points to a line that looks fine to me, would like this before the next class",Debugging_Errors,Medium
DBT003892,"hi, react component re-renders infinitely",WebDev,Low
DBT003893,"not sure how polymorphism applies to this assignment, would like this before the next class",OOP_Design,Medium
DBT003894,"my sorting algorithm is too slow for large inputs, deadline is tomorrow",Algorithms,High
DBT003895,"not sure how polymorphism applies to this assignment, just curious",OOP_Design,Low
DBT003896,"extension request for the assignment due tonight, would like this before the next class",Deadline_Admin,Medium
DBT003897,"hi, react component re-renders infinitely, this is blocking my progress please help",WebDev,High
DBT003898,my code throws an error only on the grading server not locally,Debugging_Errors,Medium
DBT003899,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT003900,"api call returns 404 only in production, this is blocking my progress",WebDev,High
DBT003901,"my recursive function never hits the base case, for future reference",Loops_Recursion,Low
DBT003902,"form submission is not updating the database, whenever you get a chance please help",WebDev,Low
DBT003903,"trying to understand tail recursion vs normal recursion, deadline is tomorrow",Loops_Recursion,High
DBT003904,"my code throws an error only on the grading server not locally, need to fix this soon",Debugging_Errors,Medium
DBT003905,"dynamic programming table is giving wrong values, just curious",Algorithms,Low
DBT003906,"loop runs forever and I don't know why, would like this before the next class",Loops_Recursion,Medium
DBT003907,"extension request for the assignment due tonight, need help asap",Deadline_Admin,High
DBT003908,"my sql join is returning duplicate rows, deadline is tomorrow please help",Databases,High
DBT003909,"graph traversal is missing some nodes, need to fix this soon",Algorithms,Medium
DBT003910,"my code throws an error only on the grading server not locally, no rush",Debugging_Errors,Low
DBT003911,not sure how polymorphism applies to this assignment,OOP_Design,Medium
DBT003912,database connection keeps timing out during the demo,Databases,High
DBT003913,grade for the last assignment has not appeared yet,Deadline_Admin,Low
DBT003914,getting an abstract method error in my subclass,OOP_Design,Low
DBT003915,"my sorting algorithm is too slow for large inputs, for future reference",Algorithms,Low
DBT003916,"hi, api call returns 404 only in production, no rush",WebDev,Low
DBT003917,"getting a null pointer exception i cannot trace, whenever you get a chance",Debugging_Errors,Critical
DBT003918,"hi, for loop skips the last element, no rush",Loops_Recursion,Low
DBT003919,"hi, extension request for the assignment due tonight, for future reference",Deadline_Admin,Low
DBT003920,"hi, recursion depth exceeded error keeps showing up, just curious",Loops_Recursion,Low
DBT003921,"grade for the last assignment has not appeared yet, just curious",Deadline_Admin,Low
DBT003922,git merge conflict i don't know how to resolve,Env_Setup,Low
DBT003923,dynamic programming table is giving wrong values,Algorithms,Low
DBT003924,"loop runs forever and I don't know why, would like this before the next class",Loops_Recursion,Medium
DBT003925,"hi, foreign key constraint fails on insert, would like this before the next class",Databases,Medium
DBT003926,"hi, my class diagram doesn't match the actual code structure, no rush",OOP_Design,Low
DBT003927,"my sorting algorithm is too slow for large inputs, just curious",Algorithms,Low
DBT003928,"graph traversal is missing some nodes, whenever you get a chance please help",Algorithms,Low
DBT003929,"recursion depth exceeded error keeps showing up, whenever you get a chance",Loops_Recursion,Low
DBT003930,"hi, trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT003931,"hi, my code throws an error only on the grading server not locally",Debugging_Errors,High
DBT003932,foreign key constraint fails on insert please help,Databases,Low
DBT003933,getting an abstract method error in my subclass,OOP_Design,Low
DBT003934,"hi, not sure how to normalize this schema for the project, whenever you get a chance",Databases,Low
DBT003935,"getting a null pointer exception i cannot trace, no rush",Debugging_Errors,Low
DBT003936,"graph traversal is missing some nodes, would like this before the next class",Algorithms,Medium
DBT003937,"not sure which time complexity my solution actually has, need help asap",Algorithms,High
DBT003938,"react component re-renders infinitely, no rush",WebDev,Low
DBT003939,"hi, for loop skips the last element",Loops_Recursion,Low
DBT003940,"getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT003941,"hi, my recursive function never hits the base case, need to fix this soon",Loops_Recursion,Medium
DBT003942,"my recursive function never hits the base case, this is blocking my progress please help",Loops_Recursion,High
DBT003943,"getting an abstract method error in my subclass, just curious",OOP_Design,Low
DBT003944,"hi, my recursive function never hits the base case please help",Loops_Recursion,Medium
DBT003945,"hi, python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT003946,"not sure how to normalize this schema for the project, no rush",Databases,Low
DBT003947,exam is in two hours and autograder is down,Deadline_Admin,Medium
DBT003948,"extension request for the assignment due tonight, system crashed during the final demo",Deadline_Admin,Critical
DBT003949,"api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT003950,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT003951,"submission portal is not accepting my file before the deadline, system crashed during the final demo",Deadline_Admin,Critical
DBT003952,form submission is not updating the database please help,WebDev,Low
DBT003953,"constructor is not initializing the parent class fields, deadline is tomorrow",OOP_Design,High
DBT003954,"git merge conflict i don't know how to resolve, would like this before the next class",Env_Setup,Medium
DBT003955,"grade for the last assignment has not appeared yet, for future reference",Deadline_Admin,Low
DBT003956,my sql join is returning duplicate rows,Databases,Medium
DBT003957,"cannot install the required package on my laptop, whenever you get a chance please help",Env_Setup,Low
DBT003958,"hi, while loop condition never becomes false",Loops_Recursion,Medium
DBT003959,"my code throws an error only on the grading server not locally, need to fix this soon",Debugging_Errors,Medium
DBT003960,"stack trace points to a line that looks fine to me, no rush please help",Debugging_Errors,Low
DBT003961,"getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT003962,"api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT003963,"hi, index out of bounds error only on the last test case, need to fix this soon",Debugging_Errors,Medium
DBT003964,"hi, virtual environment not activating on windows, no rush please help",Env_Setup,Low
DBT003965,"loop runs forever and I don't know why, whenever you get a chance please help",Loops_Recursion,Low
DBT003966,"getting a null pointer exception i cannot trace, need help asap please help",Debugging_Errors,High
DBT003967,git merge conflict i don't know how to resolve,Env_Setup,High
DBT003968,cors error when calling the backend from the frontend,WebDev,Low
DBT003969,"getting an abstract method error in my subclass, just curious",OOP_Design,Low
DBT003970,react component re-renders infinitely,WebDev,Low
DBT003971,"hi, grade for the last assignment has not appeared yet, need to fix this soon",Deadline_Admin,Medium
DBT003972,"exam is in two hours and autograder is down, would like this before the next class",Deadline_Admin,Medium
DBT003973,"extension request for the assignment due tonight, need help asap please help",Deadline_Admin,High
DBT003974,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT003975,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT003976,segmentation fault when i run the test suite,Debugging_Errors,Medium
DBT003977,"hi, virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT003978,"hi, query is extremely slow on the test dataset please help",Databases,High
DBT003979,"hi, grade for the last assignment has not appeared yet, whenever you get a chance",Deadline_Admin,High
DBT003980,"api call returns 404 only in production, no rush",WebDev,Low
DBT003981,"api call returns 404 only in production, just curious",WebDev,Low
DBT003982,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT003983,constructor is not initializing the parent class fields please help,OOP_Design,Low
DBT003984,"grade for the last assignment has not appeared yet, no rush please help",Deadline_Admin,Low
DBT003985,"getting a null pointer exception i cannot trace, for future reference",Debugging_Errors,Low
DBT003986,foreign key constraint fails on insert,Databases,Low
DBT003987,"confused about when to use inheritance vs composition, need help asap",OOP_Design,High
DBT003988,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT003989,"stack trace points to a line that looks fine to me, whenever you get a chance",Debugging_Errors,Low
DBT003990,submission portal is not accepting my file before the deadline,Deadline_Admin,High
DBT003991,"graph traversal is missing some nodes, no rush",Algorithms,Low
DBT003992,"hi, my sql join is returning duplicate rows, just curious",Databases,Low
DBT003993,"hi, grade for the last assignment has not appeared yet, would like this before the next class please help",Deadline_Admin,Medium
DBT003994,"getting an abstract method error in my subclass, for future reference",OOP_Design,Low
DBT003995,"hi, not sure how to normalize this schema for the project, just curious",Databases,Low
DBT003996,"hi, form submission is not updating the database",WebDev,High
DBT003997,"not sure how to normalize this schema for the project, need to fix this soon",Databases,Medium
DBT003998,"while loop condition never becomes false, no rush",Loops_Recursion,Low
DBT003999,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT004000,"for loop skips the last element, just curious",Loops_Recursion,Low
DBT004001,"exam is in two hours and autograder is down, this is blocking my progress please help",Deadline_Admin,High
DBT004002,"not sure which time complexity my solution actually has, whenever you get a chance please help",Algorithms,Low
DBT004003,"my sorting algorithm is too slow for large inputs, for future reference please help",Algorithms,Low
DBT004004,"hi, grade for the last assignment has not appeared yet, this is blocking my progress",Deadline_Admin,High
DBT004005,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT004006,"hi, extension request for the assignment due tonight",Deadline_Admin,High
DBT004007,cannot install the required package on my laptop,Env_Setup,Low
DBT004008,not sure how polymorphism applies to this assignment please help,OOP_Design,Low
DBT004009,"hi, cors error when calling the backend from the frontend, no rush",WebDev,Low
DBT004010,"constructor is not initializing the parent class fields, this is blocking my progress",OOP_Design,High
DBT004011,react component re-renders infinitely,WebDev,Medium
DBT004012,"not sure how polymorphism applies to this assignment, would like this before the next class",OOP_Design,Medium
DBT004013,exam is in two hours and autograder is down please help,Deadline_Admin,High
DBT004014,"exam is in two hours and autograder is down, this is blocking my progress please help",Deadline_Admin,High
DBT004015,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT004016,"constructor is not initializing the parent class fields, whenever you get a chance",OOP_Design,Low
DBT004017,"my code throws an error only on the grading server not locally, would like this before the next class",Debugging_Errors,Medium
DBT004018,"hi, for loop skips the last element, for future reference",Loops_Recursion,Low
DBT004019,"recursion depth exceeded error keeps showing up, just curious please help",Loops_Recursion,Low
DBT004020,python version mismatch is breaking the autograder,Env_Setup,Low
DBT004021,"cors error when calling the backend from the frontend, need to fix this soon",WebDev,Medium
DBT004022,"git merge conflict i don't know how to resolve, just curious",Env_Setup,Low
DBT004023,"hi, confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT004024,"dynamic programming table is giving wrong values, would like this before the next class",Algorithms,Medium
DBT004025,"submission portal is not accepting my file before the deadline, for future reference",Deadline_Admin,Low
DBT004026,"dynamic programming table is giving wrong values, whenever you get a chance",Algorithms,Low
DBT004027,"git merge conflict i don't know how to resolve, for future reference",Env_Setup,Low
DBT004028,"exam is in two hours and autograder is down, autograder is down and deadline is in minutes",Deadline_Admin,Critical
DBT004029,"stack trace points to a line that looks fine to me, just curious",Debugging_Errors,Low
DBT004030,"extension request for the assignment due tonight, whenever you get a chance",Deadline_Admin,Low
DBT004031,"hi, confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT004032,"index out of bounds error only on the last test case, system crashed during the final demo",Debugging_Errors,Critical
DBT004033,"while loop condition never becomes false, no rush please help",Loops_Recursion,Low
DBT004034,trying to understand tail recursion vs normal recursion,Loops_Recursion,Low
DBT004035,"graph traversal is missing some nodes, whenever you get a chance please help",Algorithms,Low
DBT004036,"hi, extension request for the assignment due tonight",Deadline_Admin,Critical
